trees,depth,min_samples_split,min_samples_leaf,variables,samples,mae_gen_0,mae_gen_1,mae_gen_2,mae_gen_3,mae_gen_4,mae_gen_5,mae_gen_6,mae_gen_7,mae_gen_8,mae_gen_9,final_mae,time
100,None,6,4,1,0.4,277.619,101.232,53.028,76.583,58.762,35.433,41.585,39.031,39.989,50.039,77.3301,0.0803206038475037
10,10,8,4,1,0.4,276.268,100.417,54.448,80.243,59.128,39.605,43.345,44.717,41.671,54.483,79.4325,0.0104915380477905
10,30,8,4,1,0.4,281.296,104.193,54.166,77.319,60.979,38.638,43.051,44.232,43.688,54.467,80.2029,0.0104593443870544
10,50,8,4,1,0.4,282.144,103.191,54.412,74.843,61.499,37.802,43.404,44.735,42.679,54.218,79.8927,0.0106551194190979
10,None,8,4,1,0.4,277.169,102.423,55.296,76.174,60.865,38.774,43.527,45.046,41.853,54.593,79.572,0.0104907250404358
30,10,8,4,1,0.4,279.727,101.129,53.574,76.731,60.77,37.25,41.653,40.749,41.45,51.421,78.4454,0.0260678291320801
30,30,8,4,1,0.4,278.357,99.913,54.018,76.337,61.566,35.84,42.267,40.121,40.312,50.432,77.9163,0.0258967113494873
30,50,8,4,1,0.4,277.025,102.355,53.178,75.62,59.508,35.935,42.61,41.551,40.246,49.017,77.7045,0.0260553336143494
30,None,8,4,1,0.4,282.083,102.062,52.97,76.371,58.523,35.942,41.021,40.269,40.931,50.109,78.0281,0.0261743569374084
50,10,8,4,1,0.4,278.369,101.095,53.217,76.059,58.543,35.32,42.103,39.973,40.157,50.282,77.5118,0.0416140842437744
50,30,8,4,1,0.4,278.411,101.065,53.049,75.584,60.938,35.585,42.148,40.141,39.513,49.251,77.5685,0.0413129687309265
50,50,8,4,1,0.4,279.37,99.99,53.181,74.676,58.075,36.287,41.804,39.795,39.713,50.147,77.3038,0.0414592099189758
50,None,8,4,1,0.4,280.304,99.956,53.394,74.763,58.345,35.403,42.046,40.272,40.152,47.751,77.2386,0.0417067432403564
100,10,8,4,1,0.4,280.418,100.749,53.038,76.448,59.598,35.257,41.928,39.938,40.088,48.453,77.5915,0.0799398016929626
100,30,8,4,1,0.4,278.221,100.16,53.165,76.945,58.273,35.742,41.886,39.316,39.491,49.817,77.3016,0.080066339969635
100,50,8,4,1,0.4,280.71,100.724,53.145,76.847,59.337,35.573,41.171,39.104,39.821,48.658,77.509,0.0800380921363831
100,None,8,4,1,0.4,280.033,101.108,53.109,76.147,58.671,34.568,41.752,39.436,39.385,49.849,77.4058,0.0805443978309631
10,10,2,8,1,0.4,289.101,121.331,68.546,90.267,88.1,61.528,64.257,63.311,66.415,77.522,99.0378,0.010455756187439
10,30,2,8,1,0.4,295.237,122.463,67.267,88.785,83.198,65.405,62.489,64.51,66.639,79.246,99.5239,0.0102379107475281
10,50,2,8,1,0.4,289.544,122.159,68.276,90.069,81.563,65.661,62.133,63.012,63.16,79.5,98.5077,0.0103090405464172
10,None,2,8,1,0.4,288.503,120.106,69.487,89.815,80.575,60.807,62.874,61.121,63.761,74.493,97.1542,0.0105765199661255
30,10,2,8,1,0.4,288.527,121.821,66.97,88.661,83.332,63.067,59.142,60.065,64.665,73.191,96.9441,0.0253980779647827
30,30,2,8,1,0.4,287.775,121.373,67.95,86.584,82.116,63.034,61.095,58.813,63.647,72.628,96.5015,0.0256406855583191
30,50,2,8,1,0.4,286.845,121.479,67.752,85.605,82.304,63.815,61.042,59.393,63.018,77.18,96.8433,0.0256625723838806
30,None,2,8,1,0.4,285.759,120.102,67.364,88.138,83.672,63.651,60.443,59.85,63.771,71.652,96.4402,0.0255723667144775
50,10,2,8,1,0.4,290.046,120.372,67.415,89.645,81.766,60.665,59.636,58.554,62.157,74.096,96.4352,0.0408008813858032
50,30,2,8,1,0.4,286.982,121.459,67.407,87.002,84.164,62.363,59.446,58.336,63.631,74.674,96.5464,0.0409371900558472
50,50,2,8,1,0.4,288.658,120.6,66.775,88.224,83.249,62.821,59.486,58.158,63.061,73.32,96.4352,0.0409114170074463
50,None,2,8,1,0.4,287.886,121.426,68.088,85.865,81.107,63.354,59.737,59.102,64.051,70.742,96.1358,0.0405620574951172
100,10,2,8,1,0.4,288.124,120.765,67.055,88.495,81.96,63.428,59.293,59.025,63.415,73.218,96.4778,0.0782997035980225
100,30,2,8,1,0.4,287.632,121.782,66.961,88.192,82.593,62.962,59.19,57.8,63.39,73.585,96.4087,0.0786737275123596
100,50,2,8,1,0.4,288.714,120.712,67,88.077,83.05,61.258,59.356,58.284,62.42,72.062,96.0933,0.0787961578369141
100,None,2,8,1,0.4,288.11,120.698,67.598,88.633,82.769,61.545,59.36,57.973,62.775,70.945,96.0406,0.0799200987815857
10,10,4,8,1,0.4,287.574,119.396,68.573,93.011,85.503,63.263,63.332,63.158,67.034,74.284,98.5128,0.0105500650405884
10,30,4,8,1,0.4,289.005,122.813,68.304,86.648,87.446,64.928,62.757,62.111,65.727,73.551,98.329,0.0106819105148315
10,50,4,8,1,0.4,292.485,121.952,68.018,87.818,85.936,64.965,63.027,61.993,67.626,79.436,99.3256,0.010522403717041
10,None,4,8,1,0.4,286.529,122.019,69.119,87.996,86.041,60.198,62.011,61.964,67.839,78.708,98.2424,0.0105310463905334
30,10,4,8,1,0.4,287.628,120.069,68.009,87.101,81.036,62.066,60.139,59.247,63.275,74.078,96.2648,0.0260953164100647
30,30,4,8,1,0.4,287.293,121.132,66.679,88.112,82.457,61.432,60.821,59.78,64.152,72.502,96.436,0.0260123085975647
30,50,4,8,1,0.4,286.99,120.642,66.434,87.592,82.448,62.11,61.541,59.947,65.047,75.152,96.7903,0.0258547353744507
30,None,4,8,1,0.4,287.819,121.053,68.144,89.24,84.663,63.585,60.042,59.828,62.995,76.878,97.4247,0.0258350157737732
50,10,4,8,1,0.4,288.484,120.405,67.873,87.19,81.55,62.318,59.507,57.578,63.809,73.211,96.1925,0.041446008682251
50,30,4,8,1,0.4,287.909,119.746,67.364,87.638,83.146,61.982,59.354,57.876,64.159,74.563,96.3737,0.0414669919013977
50,50,4,8,1,0.4,289.202,121.64,66.976,87.439,81.466,62.477,59.212,58.509,63.744,73.511,96.4176,0.0417315697669983
50,None,4,8,1,0.4,289.906,120.087,67.287,88.945,83.975,63.141,59.585,58.374,62.779,74.001,96.808,0.0419837951660156
100,10,4,8,1,0.4,290.104,121.052,66.976,87.769,82.308,62.465,60.093,57.745,62.465,72.225,96.3202,0.0805255508422852
100,30,4,8,1,0.4,288.325,121.077,66.862,87.579,82.323,63.26,59.62,57.963,62.686,74.218,96.3913,0.0812754774093628
100,50,4,8,1,0.4,288.986,120.862,67.167,87.761,82.191,61.549,59.295,58.743,63.348,73.048,96.295,0.0819670033454895
100,None,4,8,1,0.4,288.681,120.299,66.571,87.24,82.467,61.52,59.409,57.837,63.308,74.313,96.1645,0.0777056193351746
10,10,6,8,1,0.4,288.484,123.271,67.429,89.331,83.362,62.471,62.947,61.188,65.225,79.95,98.3658,0.00995503664016723
10,30,6,8,1,0.4,285.924,124.199,68.656,93.482,84.573,61.747,63.656,61.242,64.833,77.687,98.5999,0.01000412940979
10,50,6,8,1,0.4,289.177,121.93,69.24,93.014,84.448,64.352,63.032,63.081,63.456,76.174,98.7904,0.0102681803703308
10,None,6,8,1,0.4,287.194,123.979,67.894,91.69,84.204,65.714,64.231,61.006,66.561,77.649,99.0122,0.00999489545822144
30,10,6,8,1,0.4,289.303,120.083,68.482,87.382,84.501,62.454,60.358,57.809,62.997,74.741,96.811,0.024403829574585
30,30,6,8,1,0.4,290.318,121.638,67.814,88.606,81.468,61.588,60.535,58.941,62.868,72.211,96.5987,0.0241502261161804
30,50,6,8,1,0.4,288.801,121.529,66.588,89.413,84.08,62.651,60.834,58.341,64.082,74.774,97.1093,0.0244500231742859
30,None,6,8,1,0.4,288.978,119.615,67.697,87.32,84.631,61.921,60.363,59.945,63.707,74.508,96.8685,0.024354248046875
50,10,6,8,1,0.4,287.764,121.135,66.982,88.791,80.858,61.845,59.874,58.034,62.825,73.37,96.1478,0.0398586845397949
50,30,6,8,1,0.4,289.513,121.346,66.257,88.584,82.564,63.01,59.9,57.412,62.023,74.682,96.5291,0.0404569101333618
50,50,6,8,1,0.4,289.426,120.14,67.176,87.891,82.911,62.568,59.639,59.376,62.622,73.435,96.5184,0.0404431414604187
50,None,6,8,1,0.4,288.266,121.244,67.686,87.59,83.41,62.048,60.107,58.604,63.291,72.684,96.493,0.0402353525161743
100,10,6,8,1,0.4,287.233,121.09,67.174,87.597,82.876,61.771,59.52,57.52,62.849,72.647,96.0277,0.0774977588653564
100,30,6,8,1,0.4,287.847,119.647,67.057,86.947,82.544,61.388,59.356,57.912,63.226,73.52,95.9444,0.0777414035797119
100,50,6,8,1,0.4,288.496,120.959,66.573,88.459,83.159,61.831,59.574,58.746,62.543,73.073,96.3413,0.0776967978477478
100,None,6,8,1,0.4,289.246,120.853,67.093,87.703,82.148,62.304,59.461,57.628,63.68,71.7,96.1816,0.0777733564376831
10,10,8,8,1,0.4,289.782,123.05,68.383,87.98,86.59,64.704,62.073,63.757,65.741,74.586,98.6646,0.0103255105018616
10,30,8,8,1,0.4,293.382,122.733,67.094,90.271,83.854,61.289,62.276,62.376,64.071,77.65,98.4996,0.0102564907073975
10,50,8,8,1,0.4,285.294,120.707,67.853,89.757,86.114,65.874,63.254,64.701,65.555,71.324,98.0433,0.0102456998825073
10,None,8,8,1,0.4,284.761,124.101,68.655,89.299,85.935,62.078,63.082,62.34,65.391,77.565,98.3207,0.0104692053794861
30,10,8,8,1,0.4,290.268,120.943,67.141,89.731,85.313,62.278,60.508,59.133,63.974,73.949,97.3238,0.0251500034332275
30,30,8,8,1,0.4,289.842,120.919,67.055,87.644,82.552,60.894,58.48,59.467,63.7,76.23,96.6783,0.025366690158844
30,50,8,8,1,0.4,288.729,121.484,67.088,86.723,82.694,62.787,59.582,59.848,63.724,75.411,96.807,0.0253767156600952
30,None,8,8,1,0.4,290.27,120.897,67.524,86.984,83.023,64.627,61.221,59.301,64.653,74.411,97.2911,0.0253035759925842
50,10,8,8,1,0.4,290.052,120.079,67.564,87.659,83.226,61.676,59.834,57.946,63.061,73.685,96.4782,0.040349326133728
50,30,8,8,1,0.4,289.051,121.367,66.785,87.892,82.24,61.791,59.485,58.79,63.82,73.383,96.4604,0.0403481411933899
50,50,8,8,1,0.4,291.354,121.542,67.302,86.894,83.693,62.606,60.759,58.125,64.469,72.556,96.93,0.040430121421814
50,None,8,8,1,0.4,290.362,118.903,67.552,88.885,83.548,62.473,60.682,58.532,62.5,73.178,96.6615,0.0403558325767517
100,10,8,8,1,0.4,288.3,120.209,67.821,87.637,83.391,60.438,59.889,58.208,62.756,72.311,96.096,0.0783136940002441
100,30,8,8,1,0.4,289.906,120.419,66.382,88.652,83.342,61.751,59.674,58.131,63.096,73.336,96.4689,0.0789785671234131
100,50,8,8,1,0.4,289.441,120.229,67.002,87.854,83.465,60.887,59.884,57.69,63.981,71.747,96.218,0.079244225025177
100,None,8,8,1,0.4,290.011,121.164,67.374,88.036,82.064,62.598,59.683,58.314,62.857,73.646,96.5747,0.0793586778640747
10,10,2,1,0.4,0.6,281.999,83.62,42.637,77.665,53.773,32.358,34.233,35.02,32.895,40.657,71.4857,0.0112305545806885
10,30,2,1,0.4,0.6,278.419,85.905,40.489,67.828,55.841,32.496,32.951,35.815,33.089,41.169,70.4002,0.0112336468696594
10,50,2,1,0.4,0.6,282.237,80.771,42.545,72.4,58.553,33.754,33.648,35.101,34.078,39.555,71.2642,0.0111635375022888
10,None,2,1,0.4,0.6,284.917,83.541,41.97,70.781,52.816,32.802,34.825,36.614,32.998,42.534,71.3798,0.0112348914146423
30,10,2,1,0.4,0.6,277.703,81.58,40.383,68.004,54.102,30.765,31.177,33.193,31.847,38.661,68.7415,0.0283458876609802
30,30,2,1,0.4,0.6,281.485,82.292,41.319,68.517,53.777,29.998,31.256,33.122,31.949,39.634,69.3349,0.0284467434883118
30,50,2,1,0.4,0.6,279.064,81.83,39.97,66.427,52.902,31.027,31.237,32.032,30.555,38.413,68.3457,0.0284267616271973
30,None,2,1,0.4,0.6,281.691,81.064,40.338,69.59,54.568,31.031,32.738,33.042,31.721,37.527,69.331,0.0286354470252991
50,10,2,1,0.4,0.6,283.86,83.372,40.205,67.204,53.668,30.316,30.768,32.135,30.74,37.944,69.0212,0.045692126750946
50,30,2,1,0.4,0.6,278.467,81.863,39.63,67.812,53.807,29.735,31.121,32.175,31.635,37.536,68.3781,0.0456387615203857
50,50,2,1,0.4,0.6,281.657,82.619,39.897,68.182,53.191,29.85,31.109,32.571,30.542,37.971,68.7589,0.0459907698631287
50,None,2,1,0.4,0.6,280.795,80.807,39.725,67.764,52.455,29.277,31.145,32.079,30.75,38.482,68.3279,0.0462553143501282
100,10,2,1,0.4,0.6,281.722,82.434,40.083,68.561,52.537,28.92,31.369,31.4,30.759,36.923,68.4708,0.0882153511047363
100,30,2,1,0.4,0.6,280.782,81.091,39.664,65.793,52.487,29.368,31.065,31.332,30.72,36.914,67.9216,0.0815758299827576
100,50,2,1,0.4,0.6,279.911,80.523,39.011,67.358,52.392,29.833,30.822,31.537,30.355,37.071,67.8813,0.0836914563179016
100,None,2,1,0.4,0.6,280.115,81.149,39.064,67.886,53.066,29.388,31.26,31.436,30.364,37.325,68.1053,0.0857804369926453
10,10,4,1,0.4,0.6,281.26,85.468,44.558,70.413,57.943,33.456,34.199,36.381,33.732,43.102,72.0512,0.0109773635864258
10,30,4,1,0.4,0.6,284.127,87.346,42.479,71.637,60.263,32.832,34.674,37.055,35.08,42.756,72.8249,0.0108289504051209
10,50,4,1,0.4,0.6,278.854,85.624,43.676,67.367,54.25,33.089,36.053,37.105,34.402,44.534,71.4954,0.0108377838134766
10,None,4,1,0.4,0.6,286.89,85.77,44.285,71.013,56.71,32.713,35.543,38.284,33.817,42.103,72.7128,0.0110450077056885
30,10,4,1,0.4,0.6,281.828,84.43,42.457,70.775,56.1,30.996,33.664,34.115,32.04,39.171,70.5576,0.02701416015625
30,30,4,1,0.4,0.6,280.26,84.558,42.072,71.497,57.057,30.973,33.998,34.98,32.022,40.393,70.781,0.0271893215179443
30,50,4,1,0.4,0.6,281.043,85.192,42.511,71.289,54.539,30.669,33.53,33.439,31.651,41.036,70.4899,0.0271631073951721
30,None,4,1,0.4,0.6,278.365,83.458,42.733,69.942,57.256,30.685,33.539,33.327,32.268,40.15,70.1723,0.0271954298019409
50,10,4,1,0.4,0.6,278.2,84.961,42.486,69.547,55.664,30.416,32.596,33.858,31.43,39.141,69.8299,0.0434229135513306
50,30,4,1,0.4,0.6,282.027,84.047,42.839,69.026,55.274,30.261,33.074,33.846,32.594,39.658,70.2646,0.0435138535499573
50,50,4,1,0.4,0.6,281.663,85.06,42.591,69.642,55.957,30.795,32.841,33.363,31.625,39.588,70.3125,0.0433302426338196
50,None,4,1,0.4,0.6,280.322,84.936,42.008,70.718,56.084,30.476,33.473,32.805,30.88,39.345,70.1047,0.0436246395111084
100,10,4,1,0.4,0.6,283.444,84.463,41.679,69.33,56.063,29.938,33.011,33.211,31.501,38.601,70.1241,0.0839079284667969
100,30,4,1,0.4,0.6,279.127,83.129,42.014,70.307,55.225,30.355,32.856,32.874,31.093,38.721,69.5701,0.0837272238731384
100,50,4,1,0.4,0.6,282.846,84.129,42.067,70.412,53.893,30.15,32.647,33.33,31.223,38.508,69.9205,0.084887638092041
100,None,4,1,0.4,0.6,281.029,84.191,42.376,71.15,56.814,30.641,32.848,32.988,30.902,38.319,70.1258,0.0856353735923767
10,10,6,1,0.4,0.6,284.603,89.965,46.782,73.855,60.176,34.452,37.258,37.897,35.507,46.78,74.7275,0.0109136319160461
10,30,6,1,0.4,0.6,283.812,89.823,45.49,74.698,64.207,33.293,36.672,39.015,34.69,43.84,74.554,0.0111802649497986
10,50,6,1,0.4,0.6,282.518,89.532,47.49,74.321,61.019,33.541,36.434,36.56,36.131,43.226,74.0772,0.0107987499237061
10,None,6,1,0.4,0.6,283.555,89.682,45.974,72.416,61.449,35.353,37.362,38.277,35.888,44.027,74.3983,0.0109023714065552
30,10,6,1,0.4,0.6,283.549,88.564,45.012,72.882,56.291,31.654,34.574,35.208,32.91,41.813,72.2457,0.0273531651496887
30,30,6,1,0.4,0.6,278.979,88.645,45.217,73.95,59.33,31.61,35.315,34.706,33.144,41.984,72.288,0.0276109671592712
30,50,6,1,0.4,0.6,287.473,89.589,45.119,73.324,59.885,31.21,34.767,36.316,33.421,41.744,73.2848,0.0276135230064392
30,None,6,1,0.4,0.6,285.716,88.26,45.069,71.746,57.606,31.621,35.947,34.881,33.018,41.439,72.5303,0.0279215216636658
50,10,6,1,0.4,0.6,281.37,89.534,44.621,71.92,54.864,31.777,35.423,34.523,32.799,41.545,71.8376,0.04430011510849
50,30,6,1,0.4,0.6,284.82,87.301,44.13,74.108,59.101,31.14,34.709,35.33,32.78,41.858,72.5277,0.0441066789627075
50,50,6,1,0.4,0.6,282.819,88.004,44.549,71.108,57.284,32.077,34.678,36.089,32.651,41.879,72.1138,0.0444667410850525
50,None,6,1,0.4,0.6,281.807,88.354,44.184,71.137,57.056,31.239,34.995,34.843,32.936,42.844,71.9395,0.0446558308601379
100,10,6,1,0.4,0.6,284.48,87.737,43.837,72.429,57.547,30.841,34.825,34.446,32.296,40.716,71.9154,0.0861408591270447
100,30,6,1,0.4,0.6,280.957,88.31,43.997,71.643,57.807,31.314,34.519,34.543,32.48,41.64,71.721,0.0817880201339722
100,50,6,1,0.4,0.6,280.852,87.682,43.955,72.286,57.681,30.975,34.378,34.411,32.847,41.326,71.6393,0.0796587038040161
100,None,6,1,0.4,0.6,282.051,88.564,44.433,71.107,58.466,31.163,34.303,34.066,32.477,40.788,71.7418,0.0825596880912781
10,10,8,1,0.4,0.6,281.923,97.808,47.954,83.269,65.023,35.424,39.824,41.324,37.921,47.33,77.78,0.0109055685997009
10,30,8,1,0.4,0.6,281.657,93.601,49.247,77.229,61.232,35.307,40.449,39.322,36.971,48.629,76.3644,0.0106087875366211
10,50,8,1,0.4,0.6,282.782,92.982,47.146,74.996,65.674,35.553,40.248,39.46,37.213,47.611,76.3665,0.0106794595718384
10,None,8,1,0.4,0.6,284.649,92.507,48.356,72.858,63.32,34.25,39.352,39.615,36.941,47.877,75.9725,0.0107007455825806
30,10,8,1,0.4,0.6,278.455,92.802,47.219,75.208,59.963,33.667,38.329,38.199,34.863,44.455,74.316,0.0263258242607117
30,30,8,1,0.4,0.6,285.047,93.41,47.221,73.638,59.867,32.93,37.986,37.199,35.019,43.158,74.5475,0.0265977883338928
30,50,8,1,0.4,0.6,280.254,92.228,46.133,77.439,58.377,32.903,38.568,37.167,35.766,44.153,74.2988,0.0266413807868958
30,None,8,1,0.4,0.6,285.383,91.454,47.31,75.165,60.034,32.588,37.688,37.074,35.616,43.439,74.5751,0.0265503525733948
50,10,8,1,0.4,0.6,284.706,91.912,46.635,75.18,59.62,32.91,37.158,35.991,35.609,42.168,74.1889,0.0423901057243347
50,30,8,1,0.4,0.6,283.753,92.168,47.102,75.001,60.482,33.021,37.055,36.528,34.741,43.125,74.2976,0.042374153137207
50,50,8,1,0.4,0.6,282.524,91.472,46.373,75.223,60.802,33.121,37.784,36.609,35.116,42.625,74.1649,0.0422180843353272
50,None,8,1,0.4,0.6,283.96,92.246,46.454,74.394,60.342,33.634,36.881,36.615,35.098,42.898,74.2522,0.0425818848609924
100,10,8,1,0.4,0.6,284.567,91.419,46.157,74.678,59.028,32.18,37.108,36.453,34.388,42.567,73.8545,0.0815646958351135
100,30,8,1,0.4,0.6,283.149,91.49,46.456,75.224,59.735,32.881,37.25,36.277,34.462,42.285,73.9209,0.0837853813171387
100,50,8,1,0.4,0.6,284.132,91.811,46.348,74.994,60.701,33.057,36.773,35.852,34.474,42.687,74.0829,0.0802994060516357
100,None,8,1,0.4,0.6,284.147,91.67,46.333,74.715,60.38,31.888,37.125,35.868,34.599,42.148,73.8873,0.0823200082778931
10,10,2,2,0.4,0.6,277.213,91.413,45.3,76.911,60.14,34.014,38.252,39.118,36.295,45.374,74.403,0.0107737421989441
10,30,2,2,0.4,0.6,279.842,89.006,46.112,74.031,58.405,34.119,37.435,39.077,35.98,43.138,73.7145,0.01073646068573
10,50,2,2,0.4,0.6,281.239,89.843,45.878,77.624,61.063,35.059,36.646,39.639,36.121,45.151,74.8263,0.0108773684501648
10,None,2,2,0.4,0.6,281.792,89.713,48.103,77.637,61.953,34.42,36.085,36.104,35.032,45.117,74.5956,0.0107353067398071
30,10,2,2,0.4,0.6,283.421,90.058,45.329,73.341,55.743,31.772,35.57,36.141,33.312,41.361,72.6048,0.0269143128395081
30,30,2,2,0.4,0.6,280.904,88.761,45.154,74.392,58.614,31.414,34.783,36.026,33.551,41.105,72.4704,0.0267240500450134
30,50,2,2,0.4,0.6,280.895,88.09,45.558,72.864,58.769,32.588,35.68,35.948,33.359,41.455,72.5206,0.026862952709198
30,None,2,2,0.4,0.6,277.193,87.012,45.546,76.533,57.819,31.524,35.236,36.188,33.758,42.156,72.2965,0.0269571471214294
50,10,2,2,0.4,0.6,282.236,89.159,45.162,73.015,56.609,31.054,34.554,35.305,32.941,40.813,72.0848,0.0426639485359192
50,30,2,2,0.4,0.6,277.789,89.078,45.335,74.439,56.225,31.375,34.425,35.622,33.086,41.164,71.8538,0.0428731250762939
50,50,2,2,0.4,0.6,282.049,89.609,44.799,75.17,58.017,31.25,34.651,35.474,33.069,41.232,72.532,0.0427635526657105
50,None,2,2,0.4,0.6,281.488,89.665,45.407,72.496,56.749,30.573,34.575,36.026,33.201,41.184,72.1364,0.0431365466117859
100,10,2,2,0.4,0.6,281.131,88.909,45.072,73.235,57.33,31.257,34.799,34.556,32.889,40.282,71.946,0.0823970150947571
100,30,2,2,0.4,0.6,280.723,89.152,45.113,72.971,57.953,30.929,34.602,34.436,32.714,40.147,71.874,0.0827421188354492
100,50,2,2,0.4,0.6,278.826,89.06,45.04,73.938,56.888,31.396,34.464,34.59,32.734,40.906,71.7842,0.0828205895423889
100,None,2,2,0.4,0.6,280.081,88.82,44.789,73.295,56.283,31.097,34.808,34.264,32.367,40.041,71.5845,0.0828808355331421
10,10,4,2,0.4,0.6,275.86,87.159,47.141,76.308,59.187,34.322,38.161,39.095,36.029,46.018,73.928,0.0110295939445496
10,30,4,2,0.4,0.6,287.428,90.415,46.507,72.438,61.578,33.337,36.099,39.894,35.435,45.661,74.8792,0.0106242799758911
10,50,4,2,0.4,0.6,283.828,87.091,47.652,71.931,63.27,33.409,36.334,38.848,35.496,45.133,74.2992,0.0107283020019531
10,None,4,2,0.4,0.6,285.431,91.149,47.698,78.57,60.719,34.144,37.115,41.075,35.202,44.71,75.5813,0.0110012817382813
30,10,4,2,0.4,0.6,281.114,88.918,45.001,74.815,57.312,32.052,35.135,36.325,34.287,43.069,72.8028,0.0265753841400146
30,30,4,2,0.4,0.6,280.28,89.318,45.646,72.074,58.263,31.828,36.054,36.702,33.767,41.667,72.5599,0.0268292045593262
30,50,4,2,0.4,0.6,281.244,91.145,45.366,74.652,58.462,31.469,35.611,35.805,34.213,41.121,72.9088,0.0269681167602539
30,None,4,2,0.4,0.6,285.797,89.971,45.499,73.691,58.514,31.976,36.219,35.55,34.302,41.65,73.3169,0.0271690797805786
50,10,4,2,0.4,0.6,280.745,89.726,45.447,72.8,57.108,31.059,35.031,35.223,32.639,41.296,72.1074,0.0434496140480042
50,30,4,2,0.4,0.6,283.044,89.035,45.429,73.094,57.483,31.252,34.962,34.674,33.121,40.746,72.284,0.0436944174766541
50,50,4,2,0.4,0.6,280.034,88.614,45.954,73.659,57.761,30.975,34.656,34.51,33.055,41.692,72.091,0.0434297966957092
50,None,4,2,0.4,0.6,279.364,89.167,44.944,72.863,57.261,31.155,35.134,35.259,32.768,40.963,71.8878,0.043549427986145
100,10,4,2,0.4,0.6,280.217,88.089,45.081,73.313,57.697,30.407,34.677,34.239,32.853,40.36,71.6933,0.0846413064002991
100,30,4,2,0.4,0.6,280.544,88.35,45.052,73.682,57.63,30.892,34.914,35.003,32.648,39.739,71.8454,0.0848693037033081
100,50,4,2,0.4,0.6,280.092,89.309,44.635,72.996,57.365,30.66,34.614,34.794,33.409,40.655,71.8529,0.0794335508346558
100,None,4,2,0.4,0.6,280.721,89.296,45.155,73.397,58.39,30.679,34.991,34.847,33.061,40.18,72.0717,0.0831317830085754
10,10,6,2,0.4,0.6,279.587,92.246,47.749,73.84,59.936,35.452,38.417,38.59,36.863,45.426,74.8106,0.0107695031166077
10,30,6,2,0.4,0.6,285.638,91.672,47.214,74.522,62.174,34.131,37.082,39.593,36.349,45.984,75.4359,0.0106746435165405
10,50,6,2,0.4,0.6,287.162,91.783,48.473,73.796,62.156,33.182,39.587,39.975,35.27,45.428,75.6812,0.0108204555511475
10,None,6,2,0.4,0.6,286.975,92.238,47.872,71.33,61.125,33.099,39.338,40.645,35.718,47.661,75.6001,0.0106884074211121
30,10,6,2,0.4,0.6,279.219,92.187,46.812,75.663,59.399,31.222,36.484,36.616,34.481,42.903,73.4986,0.0266694402694702
30,30,6,2,0.4,0.6,283.714,94.222,46.334,74.864,58.973,31.806,36.807,36.272,34.52,42.417,73.9929,0.0265186905860901
30,50,6,2,0.4,0.6,285.726,92.711,46.912,75.342,60.256,31.583,36.104,36.555,33.657,43.79,74.2636,0.0266846084594727
30,None,6,2,0.4,0.6,283.803,92.916,46.782,74.632,59.808,32.69,36.036,36.295,34.524,43.303,74.0789,0.0268458104133606
50,10,6,2,0.4,0.6,283.716,91.867,46.769,75.285,59.189,31.596,35.968,35.753,33.696,41.527,73.5366,0.0423455739021301
50,30,6,2,0.4,0.6,281.776,91.445,46.458,75.184,59.488,31.087,35.542,35.805,34.464,42.05,73.3299,0.042500786781311
50,50,6,2,0.4,0.6,282.722,91.412,46.157,74.994,58.126,30.949,35.891,36.289,34.304,41.483,73.2327,0.0425808811187744
50,None,6,2,0.4,0.6,283.498,88.994,46.367,76.128,59.589,31.572,35.971,35.668,34.234,41.501,73.3522,0.0425021719932556
100,10,6,2,0.4,0.6,280.266,90.696,45.89,74.375,59.259,31.698,35.599,35.444,32.868,40.744,72.6839,0.0819874978065491
100,30,6,2,0.4,0.6,283.468,91.375,46.183,73.696,59.766,31.202,35.864,34.885,34.183,41.279,73.1901,0.0819607615470886
100,50,6,2,0.4,0.6,283.848,91.298,46.147,74.666,57.468,31.247,35.391,35.085,34.002,41.452,73.0604,0.0818263292312622
100,None,6,2,0.4,0.6,284.085,90.862,46.102,75.23,59.866,31.546,36.064,35.143,33.895,41.423,73.4216,0.0823588538169861
10,10,8,2,0.4,0.6,284.743,95.982,48.145,72.451,63.422,34.816,39.467,40.691,37.107,48.206,76.503,0.0106423354148865
10,30,8,2,0.4,0.6,281.952,96.73,49.565,75.913,64.213,33.918,40.516,39.271,38.868,47.448,76.8394,0.0106636142730713
10,50,8,2,0.4,0.6,289.091,95.674,50.251,77.356,62.194,35.452,39.057,40.608,36.726,48.365,77.4774,0.0106255149841309
10,None,8,2,0.4,0.6,288.462,95.988,50.225,77.84,64.451,34.998,40.577,41.067,37.055,45.625,77.6288,0.0106447076797485
30,10,8,2,0.4,0.6,282.882,94.231,47.727,74.007,60.448,32.745,39.442,37.79,35.429,43.492,74.8193,0.026554708480835
30,30,8,2,0.4,0.6,285.834,96.069,47.492,76.947,62.808,33.025,38.143,37.06,36.126,44.408,75.7912,0.0265941476821899
30,50,8,2,0.4,0.6,281.218,94.747,48.748,77.184,60.895,33.277,38.324,37.021,36.358,44.4,75.2172,0.0264320206642151
30,None,8,2,0.4,0.6,281.757,95.708,48.076,73.431,62.102,32.495,38.598,37.925,35.517,43.939,74.9548,0.0266095352172852
