trees,depth,min_samples_split,min_samples_leaf,variables,samples,mae_gen_0,mae_gen_1,mae_gen_2,mae_gen_3,mae_gen_4,mae_gen_5,mae_gen_6,mae_gen_7,mae_gen_8,mae_gen_9,final_mae,time
100,50,8,8,0.4,0.8,288.298,111.938,56.499,86.132,71.467,39.933,45.578,46.816,45.38,49.193,84.1234,0.0786767292022705
100,None,8,8,0.4,0.8,288.528,110.235,56.201,86.039,71.532,40.408,46.259,46.934,45.102,49.278,84.0516,0.0791466331481934
10,10,2,1,0.6,0.8,275.907,81.688,42.588,60.479,53.262,32.532,32.734,32.791,32.955,42.954,68.789,0.0110141372680664
10,30,2,1,0.6,0.8,271.825,81.304,42.117,59.424,50.922,31.804,32.615,33.629,31.449,43.016,67.8105,0.0112192893028259
10,50,2,1,0.6,0.8,275.708,83.643,41.387,61.653,55.337,31.342,32.034,33.676,32.11,42.14,68.903,0.0110399198532105
10,None,2,1,0.6,0.8,278.349,80.413,42.186,60.247,52.302,32.498,32.701,35.303,33.058,41.626,68.8683,0.0110475015640259
30,10,2,1,0.6,0.8,275.519,79.062,40.591,60.005,50.023,30.621,30.403,31.929,31.007,38.528,66.7688,0.0278660607337952
30,30,2,1,0.6,0.8,277.62,79.01,40.554,62.64,51.207,30.256,31.252,31.732,31.138,37.827,67.3236,0.0277104091644287
30,50,2,1,0.6,0.8,275.246,80.025,41.283,60.807,50.617,31.114,30.537,31.89,31.309,38.748,67.1576,0.0276550555229187
30,None,2,1,0.6,0.8,274.33,79.566,40.698,61.646,51.118,30.256,30.667,31.926,30.155,39.668,67.003,0.0278647208213806
50,10,2,1,0.6,0.8,273.615,79.319,41.058,60.805,52.229,29.992,29.941,31.301,30.294,37.224,66.5778,0.0444965052604675
50,30,2,1,0.6,0.8,273.979,79.808,40.436,61.866,52.503,29.804,29.997,30.804,29.924,38.411,66.7532,0.0443182849884033
50,50,2,1,0.6,0.8,277.228,79.144,40.557,59.716,50.575,30.006,30.249,30.888,30.313,38.601,66.7277,0.0444052815437317
50,None,2,1,0.6,0.8,271.555,79.555,40.627,61.469,50.844,30.712,30.138,30.738,30.053,37.291,66.2982,0.0447909045219421
100,10,2,1,0.6,0.8,274.921,79.512,40.347,61.827,48.301,29.682,29.736,30.482,29.999,37.443,66.225,0.0857730937004089
100,30,2,1,0.6,0.8,274.256,78.926,40.021,60.544,49.446,29.501,29.793,30.383,29.938,37.197,66.0005,0.0861340665817261
100,50,2,1,0.6,0.8,272.361,79.015,40.511,60.656,50.483,29.821,29.698,30.308,30.252,37.139,66.0244,0.086073169708252
100,None,2,1,0.6,0.8,276.261,78.774,40.002,60.869,51.434,29.7,29.564,30.49,30.212,37.029,66.4335,0.0861323952674866
10,10,4,1,0.6,0.8,272.759,84.68,43.686,61.667,54.154,33.921,35.583,35.679,31.85,40.95,69.4929,0.0110920262336731
10,30,4,1,0.6,0.8,279.555,83.036,42.717,63.58,54.593,32.966,34.925,35.318,32.803,42.708,70.2201,0.010922703742981
10,50,4,1,0.6,0.8,274.668,80.291,44.013,64.392,57.013,32.562,34.128,34.958,33.048,42.018,69.7091,0.0109377384185791
10,None,4,1,0.6,0.8,276.227,83.98,44.927,63.039,56.356,34.426,34.731,35.128,32.905,43.534,70.5253,0.0111170029640198
30,10,4,1,0.6,0.8,274.469,81.494,42.301,63.84,53.001,30.825,32.32,32.487,31.675,41.512,68.3924,0.0272806310653687
30,30,4,1,0.6,0.8,272.521,81.864,42.938,63.038,52.047,31.669,32.099,32.426,31.115,39.524,67.9241,0.0275887370109558
30,50,4,1,0.6,0.8,275.608,82.074,42.259,61.763,52.753,30.786,32.64,33.215,31.111,40.595,68.2804,0.0277033472061157
30,None,4,1,0.6,0.8,277.813,81.956,42.523,62.303,53.977,30.771,32.08,32.386,30.37,40.685,68.4864,0.0278870224952698
50,10,4,1,0.6,0.8,273.519,81.291,42.433,63.847,52.261,30.67,31.825,32.672,31.095,40.295,67.9908,0.044569206237793
50,30,4,1,0.6,0.8,276.232,81.809,42.94,61.478,52.208,30.42,31.925,33.043,30.841,39.154,68.005,0.0445865654945374
50,50,4,1,0.6,0.8,275.533,81.512,42.427,63.554,52.336,30.472,31.812,32.494,30.95,39.718,68.0808,0.0444721412658691
50,None,4,1,0.6,0.8,274.266,81.089,42.48,64.236,52.714,31.772,31.819,32.106,30.756,39.52,68.0758,0.0449179267883301
100,10,4,1,0.6,0.8,275.055,80.949,42.749,64.132,51.933,30.111,31.722,31.863,30.665,38.86,67.8039,0.0874877095222473
100,30,4,1,0.6,0.8,275.048,81.231,42.293,62.813,51.84,30.743,31.602,31.873,30.499,38.68,67.6622,0.0877622723579407
100,50,4,1,0.6,0.8,275.701,81.511,42.544,63.713,52.52,30.369,31.716,31.97,30.355,39.298,67.9697,0.0886309599876404
100,None,4,1,0.6,0.8,278.293,80.141,42.109,62.958,51.137,30.068,31.543,32.271,30.233,39.256,67.8009,0.0892292022705078
10,10,6,1,0.6,0.8,280.37,85.44,45.721,67.986,56.81,33.521,35.835,35.917,35.221,44.677,72.1498,0.0114523386955261
10,30,6,1,0.6,0.8,276.437,85.457,46.715,67.543,56.758,32.934,36.548,35.423,32.685,45.431,71.5931,0.0113655185699463
10,50,6,1,0.6,0.8,274.968,86.166,45.508,67.45,53.7,32.918,35.401,37.504,34.236,45.501,71.3352,0.0115453577041626
10,None,6,1,0.6,0.8,271.234,88.564,45.749,68.576,60.268,35.607,33.915,35.804,33.926,44.527,71.817,0.0114083528518677
30,10,6,1,0.6,0.8,279.277,82.556,44.562,66.209,53.481,31.657,33.417,34.503,32.58,42.743,70.0985,0.0286664390563965
30,30,6,1,0.6,0.8,279.493,84.465,45.155,63.97,54.153,31.876,33.886,33.863,31.659,41.616,70.0136,0.0285140466690063
30,50,6,1,0.6,0.8,274.427,85.64,44.609,65.731,55.07,32.108,34.084,33.842,31.965,42.067,69.9543,0.0286440873146057
30,None,6,1,0.6,0.8,278.256,86.624,43.99,63.447,53.133,31.6,33.567,34.764,32.087,41.914,69.9382,0.027692723274231
50,10,6,1,0.6,0.8,274.39,84.85,44.492,65.723,53.033,31.015,33.464,33.68,32.112,40.781,69.354,0.0410534858703613
50,30,6,1,0.6,0.8,278.798,84.163,44.321,65.497,53.445,30.982,33.278,33.375,31.896,40.682,69.6437,0.0415517830848694
50,50,6,1,0.6,0.8,276.847,84.754,44.117,65.99,53.775,30.794,33.681,33.801,31.747,41.558,69.7064,0.0416321063041687
50,None,6,1,0.6,0.8,275.276,84.547,44.323,63.517,55.104,31.469,33.486,34.091,31.344,41.247,69.4404,0.0436875414848328
100,10,6,1,0.6,0.8,278.53,85.8,43.954,64.611,52.278,30.952,33.195,33.369,31.623,40.761,69.5073,0.0844384336471558
100,30,6,1,0.6,0.8,275.796,84.241,44.264,66.066,53.637,31.101,33.051,33.378,31.73,40.171,69.3435,0.0844255018234253
100,50,6,1,0.6,0.8,275.595,84.786,44.266,66.013,53.558,31.073,33.181,33.256,31.714,40.739,69.4181,0.0842768168449402
100,None,6,1,0.6,0.8,276.673,84.562,44.177,65.297,53.754,31.455,32.991,33.339,31.68,40.047,69.3975,0.0847584199905396
10,10,8,1,0.6,0.8,283.528,90.514,47.958,68.463,58.16,35.05,37.475,37.882,37.4,46.687,74.3117,0.010795567035675
10,30,8,1,0.6,0.8,273.138,90.846,47.633,67.372,61.978,34.076,37.934,37.547,35.512,44.808,73.0844,0.0109602451324463
10,50,8,1,0.6,0.8,279.655,89.832,47.456,70.727,59.667,34.252,36.069,36.51,34,47.779,73.5947,0.0107438182830811
10,None,8,1,0.6,0.8,284.434,89.87,48.012,69.993,57.438,34.579,38.062,37.513,35.842,50.085,74.5828,0.0107758188247681
30,10,8,1,0.6,0.8,276.62,88.897,46.196,67.036,55.882,31.904,35.21,36.442,33.566,43.75,71.5503,0.0269747996330261
30,30,8,1,0.6,0.8,279.771,88.486,45.772,66.131,54.181,31.769,35.025,35.272,33.309,43.535,71.3251,0.0269896149635315
30,50,8,1,0.6,0.8,279.509,88.027,46.396,66.685,55.478,32.145,34.913,36.086,32.391,43.655,71.5285,0.0268387579917908
30,None,8,1,0.6,0.8,277.109,88.041,46.83,69.852,57.003,31.924,35.874,36.26,33.717,43.915,72.0525,0.0270089435577393
50,10,8,1,0.6,0.8,278.909,87.567,46.075,67.77,56.199,31.772,35.24,34.65,33.241,43.956,71.5379,0.0429675674438477
50,30,8,1,0.6,0.8,278.935,87.629,46.71,68.725,56.459,32.564,35.001,35.409,33.212,43.15,71.7794,0.0428033804893494
50,50,8,1,0.6,0.8,277.026,87.95,46.223,68.407,56.034,32.167,35.036,34.951,33.252,42.958,71.4004,0.0429926586151123
50,None,8,1,0.6,0.8,283.152,86.863,45.831,68.275,55.727,31.77,34.587,34.839,33.402,44.088,71.8534,0.0431924891471863
100,10,8,1,0.6,0.8,277.286,87.49,46.035,67.647,55.974,31.711,34.698,35.019,32.527,42.652,71.1039,0.0827414131164551
100,30,8,1,0.6,0.8,279.38,87.597,46.257,67.566,56.547,31.858,34.471,35.066,32.842,42.065,71.3649,0.082990710735321
100,50,8,1,0.6,0.8,276.807,87.925,45.865,67.83,55.785,31.53,34.881,34.943,32.088,42.724,71.0378,0.0826140117645264
100,None,8,1,0.6,0.8,277.481,87.753,45.91,67.965,56.064,31.806,34.646,34.987,32.756,42.984,71.2352,0.0853285455703735
10,10,2,2,0.6,0.8,280.752,88.687,46.317,66.324,56.386,32.486,37.719,37.939,35.073,44.957,72.664,0.0113590407371521
10,30,2,2,0.6,0.8,273.747,87.217,46.658,67.144,57.616,32.34,35.722,35.661,33.579,43.068,71.2752,0.0111853837966919
10,50,2,2,0.6,0.8,279.061,85.165,46.915,68.313,55.278,33.038,36.521,36.144,34.04,45.543,72.0018,0.0111649060249329
10,None,2,2,0.6,0.8,270.361,87.496,46.059,63.264,56.613,33.027,34.887,35.896,32.852,42.011,70.2466,0.0114359402656555
30,10,2,2,0.6,0.8,278.279,85.097,45.455,64.917,55.878,31.711,33.319,34.941,32.182,42.111,70.389,0.0281097459793091
30,30,2,2,0.6,0.8,274.059,84.625,45.534,66.182,55.844,31.264,33.225,34.307,32.443,41.141,69.8624,0.0283964705467224
30,50,2,2,0.6,0.8,275.476,83.883,45.909,67.933,55.127,30.77,33.576,34.508,32.326,41.77,70.1278,0.0283550429344177
30,None,2,2,0.6,0.8,275.762,83.864,45.51,66.992,57.67,31.067,33.722,34.596,32.447,41.541,70.3171,0.0283104801177979
50,10,2,2,0.6,0.8,274.454,85.985,44.95,65.383,53.041,30.809,33.297,33.591,32.095,40.859,69.4464,0.045211672782898
50,30,2,2,0.6,0.8,274.802,85.555,45.078,65.501,55.372,30.869,33.384,34.162,31.833,41.562,69.8118,0.0452603363990784
50,50,2,2,0.6,0.8,275.526,84.932,45.378,66.718,53.629,31.358,33.473,33.623,31.823,41.953,69.8413,0.0451030874252319
50,None,2,2,0.6,0.8,278.245,85.578,45.202,65.223,56.014,31.071,33.458,33.619,31.913,41.397,70.172,0.0421077156066895
100,10,2,2,0.6,0.8,274.266,84.918,45.285,65.11,53.028,30.408,33.448,34.013,31.744,40.797,69.3017,0.0813078379631043
100,30,2,2,0.6,0.8,274.771,84.391,45.049,65.095,54.413,30.502,32.995,33.882,31.732,40.56,69.339,0.0846170902252197
100,50,2,2,0.6,0.8,276.299,85.381,45.385,65.803,55.21,30.365,32.668,33.445,31.307,41.126,69.6989,0.0847936487197876
100,None,2,2,0.6,0.8,277.215,85.684,45.135,65.679,54.583,30.222,32.942,33.715,31.949,40.529,69.7653,0.0849897193908691
10,10,4,2,0.6,0.8,276.686,86.222,46.775,65.223,55.788,31.983,35.5,37.865,33.711,46.878,71.6631,0.0108629369735718
10,30,4,2,0.6,0.8,272.988,89.529,46.982,63.929,57.279,32.989,36.008,35.939,33.04,45.58,71.4263,0.01088463306427
10,50,4,2,0.6,0.8,277.894,87.637,45.896,66.806,57.502,33.631,35.861,35.953,33.564,43.577,71.8321,0.0110705423355103
10,None,4,2,0.6,0.8,272.482,87.054,46.794,68.262,56.882,33.195,35.948,37.876,34.345,43.526,71.6364,0.010904335975647
30,10,4,2,0.6,0.8,277.857,84.894,45.525,66.483,58.378,31.396,33.934,33.835,31.807,41.783,70.5892,0.0274210333824158
30,30,4,2,0.6,0.8,279.435,86.252,45.617,67.017,55.697,31.442,33.689,35.007,31.894,40.95,70.7,0.0272524333000183
30,50,4,2,0.6,0.8,276.623,85.503,45.545,65.303,55.859,31.641,33.788,34.995,31.701,41.549,70.2507,0.0274841165542603
30,None,4,2,0.6,0.8,276.358,84.577,44.975,66.74,53.178,31.142,34.085,34.308,31.631,41.39,69.8384,0.0275220704078674
50,10,4,2,0.6,0.8,276.67,85.699,45.629,65.383,53.572,30.991,33.594,33.734,31.761,41.117,69.815,0.043563859462738
50,30,4,2,0.6,0.8,275.607,84.237,45.071,66.235,54.523,30.757,33.08,34.02,32.099,41.665,69.7294,0.0436535692214966
50,50,4,2,0.6,0.8,273.968,85.741,45.291,65.69,55.153,30.612,33.436,34.003,31.802,42.061,69.7757,0.0437866425514221
50,None,4,2,0.6,0.8,275.136,85.509,45.563,66.782,54.221,30.565,33.583,33.664,31.607,42.393,69.9023,0.0438618063926697
100,10,4,2,0.6,0.8,274.146,84.94,45.31,65.467,54.46,30.517,32.672,33.394,31.787,40.794,69.3487,0.084901716709137
100,30,4,2,0.6,0.8,276.065,85.49,44.953,66.379,54.573,30.193,32.909,33.803,31.224,40.627,69.6216,0.0859128999710083
100,50,4,2,0.6,0.8,275.473,84.952,44.737,65.461,54.962,30.604,33.161,33.357,31.607,41.744,69.6058,0.086339418888092
100,None,4,2,0.6,0.8,278.108,85.117,45.103,65.858,54.489,30.476,33.102,33.915,31.223,40.605,69.7996,0.0826733660697937
10,10,6,2,0.6,0.8,284.076,88.487,47.38,65.935,57.458,34.093,36.71,37.36,34.815,45.865,73.2179,0.0108903074264526
10,30,6,2,0.6,0.8,279.571,89.491,46.893,64.527,58.848,33.251,36.166,38.322,32.913,46.319,72.6301,0.0110345649719238
10,50,6,2,0.6,0.8,281.252,88.917,47.559,69.59,61.07,33.14,35.995,38.507,34.703,46.538,73.7271,0.0108135581016541
10,None,6,2,0.6,0.8,276.058,86.345,48.582,66.398,55.686,32.682,35.532,36.601,35.298,46.853,72.0035,0.0108300352096558
30,10,6,2,0.6,0.8,275.864,87.156,46.438,68.116,57.015,31.146,34.359,35.482,32.64,42.804,71.102,0.0271773862838745
30,30,6,2,0.6,0.8,280.525,85.977,47.019,67.515,59.353,31.143,34.305,35.373,32.275,43.126,71.6611,0.0271843218803406
30,50,6,2,0.6,0.8,275.406,87.78,46.282,66.767,57.818,31.36,34.372,35.914,31.977,42.016,70.9692,0.027024405002594
30,None,6,2,0.6,0.8,277.295,87.478,46.244,67.028,56.755,31.263,34.641,35.226,32.734,41.759,71.0423,0.0272897672653198
50,10,6,2,0.6,0.8,276.568,86.894,46.138,67.367,55.231,30.642,33.355,34.29,32.338,42.31,70.5133,0.0432562160491943
50,30,6,2,0.6,0.8,276.753,87.433,46.086,67.035,54.189,31.453,34.171,33.767,31.691,41.966,70.4544,0.0431625437736511
50,50,6,2,0.6,0.8,274.728,87.864,46.385,67.147,56.475,31.023,34.1,34.552,32.631,42.485,70.739,0.0433011555671692
50,None,6,2,0.6,0.8,280.064,87.168,46.397,67.271,54.318,30.881,34.352,34.505,32.178,41.218,70.8352,0.0435042023658752
100,10,6,2,0.6,0.8,275.673,86.746,46.023,66.048,55.698,31.154,33.831,34.501,31.76,41.283,70.2717,0.0833494114875793
100,30,6,2,0.6,0.8,276.8,86.849,46.321,66.633,53.722,30.686,33.791,33.823,31.877,41.43,70.1932,0.0835639262199402
100,50,6,2,0.6,0.8,275.097,86.412,46.224,66.305,53.812,30.518,33.819,34.057,31.498,41.436,69.9178,0.0834893584251404
100,None,6,2,0.6,0.8,276.959,86.736,46.184,66.207,54.855,30.472,33.861,33.802,32.011,41.768,70.2855,0.0837555837631226
10,10,8,2,0.6,0.8,274.687,91.407,50.139,70.362,56.655,33.244,37.657,38.507,37.076,48.968,73.8702,0.010948703289032
10,30,8,2,0.6,0.8,276.245,93.791,49.738,67.77,56.766,33.455,37.745,38.218,36.492,46.365,73.6585,0.0107294631004334
10,50,8,2,0.6,0.8,282.668,90.044,49.404,70.559,62.465,33.683,37.153,40.168,35.71,47.427,74.9281,0.0107214426994324
10,None,8,2,0.6,0.8,282.677,91.187,48.398,68.388,60.477,33.183,37.786,38.74,37.017,47.333,74.5186,0.0110121655464172
30,10,8,2,0.6,0.8,276.13,90.262,48.479,66.745,55.53,32.304,34.716,36.604,33.103,43.16,71.7033,0.0266638493537903
30,30,8,2,0.6,0.8,277.78,91.378,48.076,67.822,56.915,31.757,35.116,35.461,33.267,43.873,72.1445,0.026729302406311
30,50,8,2,0.6,0.8,278.132,91.019,47.926,69.332,55.679,31.937,36.655,36.058,33.96,44.885,72.5583,0.0268633580207825
30,None,8,2,0.6,0.8,275.712,90.075,47.745,69.606,56.861,31.441,35.383,36.35,34.461,44.29,72.1924,0.0268382453918457
50,10,8,2,0.6,0.8,278.249,90.777,47.526,68.517,56.585,31.287,34.758,35.379,33.264,43.183,71.9525,0.0429298949241638
50,30,8,2,0.6,0.8,276.755,89.892,47.654,69.45,55.665,31.208,35.289,35.611,33.41,43.635,71.8569,0.0429257273674011
50,50,8,2,0.6,0.8,278.177,89.578,47.773,68.456,57.167,31.527,35.351,35.273,33.301,43.818,72.0421,0.0430438280105591
50,None,8,2,0.6,0.8,277.002,90.196,47.558,67.522,55.585,31.365,35.062,35.276,33.124,42.757,71.5447,0.0436198806762695
100,10,8,2,0.6,0.8,276.458,89.824,47.054,67.08,56.616,31.121,35.298,35.134,32.457,43.062,71.4104,0.0836498403549194
100,30,8,2,0.6,0.8,277.698,89.455,47.449,68.436,56.588,30.923,35.073,35.199,32.846,43.178,71.6845,0.084722855091095
100,50,8,2,0.6,0.8,276.204,90.35,47.484,68.817,56.645,30.755,35.286,34.97,32.661,43.179,71.6351,0.0856834435462952
100,None,8,2,0.6,0.8,277.184,89.552,47.661,68.876,55.428,31.348,34.915,34.97,32.985,43.363,71.6282,0.0865668988227844
10,10,2,4,0.6,0.8,275.523,97.434,50.925,76.037,58.678,37.03,40.197,38.133,36.654,47.197,75.7808,0.011217577457428
10,30,2,4,0.6,0.8,276.657,96.548,51.632,72.719,62.462,34.207,40.587,39.796,37.146,47.773,75.9527,0.0111923718452454
10,50,2,4,0.6,0.8,281.533,94.636,51.289,74.664,58.805,35.472,40.688,40.651,36.647,48.372,76.2757,0.0113408279418945
10,None,2,4,0.6,0.8,277.989,94.555,50.93,72.983,62.002,35.448,39.338,38.766,36.024,48.556,75.6591,0.0111906123161316
30,10,2,4,0.6,0.8,278.604,93.968,49.555,72.31,56.984,33.215,39.287,37.032,34.945,44.883,74.0783,0.0278886461257935
30,30,2,4,0.6,0.8,278.009,95.485,50.078,71.976,57.119,33.55,38.108,37.473,34.954,45.711,74.2463,0.0277932047843933
30,50,2,4,0.6,0.8,281.333,95.405,50.138,72.039,58.669,34.321,39.421,37.043,34.447,45.251,74.8067,0.02798504114151
30,None,2,4,0.6,0.8,276.72,95.163,49.752,72.16,56.953,33.272,38.684,38.002,35.749,45.121,74.1576,0.0280767178535461
50,10,2,4,0.6,0.8,276.444,95.484,49.703,73.179,57.25,33.709,38.299,37.247,34.958,45.989,74.2262,0.0442533707618713
50,30,2,4,0.6,0.8,278.719,94.33,49.534,71.809,60.133,33.23,38.942,36.542,34.325,45.289,74.2853,0.0445162105560303
50,50,2,4,0.6,0.8,277.54,93.382,49.671,72.634,58.312,32.909,38.204,37.361,34.663,45.92,74.0596,0.0430262446403503
50,None,2,4,0.6,0.8,277.305,93.023,49.527,73.151,55.987,33.112,38.862,36.854,34.128,44.344,73.6293,0.0404863667488098
100,10,2,4,0.6,0.8,278.121,93.783,49.363,72.297,57.375,33.167,38.306,36.595,34.433,44.306,73.7746,0.0787362551689148
100,30,2,4,0.6,0.8,278.004,94.088,49.491,72.481,56.942,32.946,38.093,36.658,34.254,44.192,73.7149,0.0813143801689148
100,50,2,4,0.6,0.8,275.477,93.925,49.482,72.259,57.404,32.665,38.655,36.963,34.799,45.292,73.6921,0.082102735042572
100,None,2,4,0.6,0.8,276.635,93.368,49.399,72.358,57.709,33.193,38.403,36.661,34.508,44.283,73.6517,0.0823723077774048
10,10,4,4,0.6,0.8,278.951,97.927,51.128,74.632,59.557,35.161,41.798,39.469,36.891,46.944,76.2458,0.0107178568840027
10,30,4,4,0.6,0.8,277.862,94.938,50.845,74.708,59.664,35.692,38.976,40.331,36.6,48.621,75.8237,0.0108910202980042
10,50,4,4,0.6,0.8,274.499,94.022,50.798,72.514,61.836,35.031,41.451,40.924,36.058,49.391,75.6524,0.010662567615509
10,None,4,4,0.6,0.8,276.774,96.646,50.725,73.878,61.415,34.197,40.374,39.911,36.097,50.476,76.0493,0.0107402729988098
30,10,4,4,0.6,0.8,276.359,95.003,49.747,71.548,58.065,32.907,38.891,37.071,34.259,45.994,73.9844,0.0267059969902039
30,30,4,4,0.6,0.8,278.594,94.287,49.977,71.166,56.833,33.783,38.503,37.419,34.914,44.87,74.0346,0.026684730052948
30,50,4,4,0.6,0.8,279.497,94.266,49.432,72.647,58.219,33.789,39.223,37.095,35.03,44.761,74.3959,0.0265524506568909
30,None,4,4,0.6,0.8,277.061,94.809,50.415,73.447,58.373,34.094,37.928,37.106,34.551,46.026,74.381,0.026803708076477
50,10,4,4,0.6,0.8,278.369,94.947,49.674,73.46,57.677,33.403,38.364,37.346,34.183,46.085,74.3508,0.0425440239906311
50,30,4,4,0.6,0.8,279.569,94.097,49.925,72.913,57.492,33.322,38.987,37.001,34.664,44.912,74.2882,0.0424098920822144
50,50,4,4,0.6,0.8,276.478,94.441,49.754,70.523,56.284,33.849,38.229,36.621,34.591,44.603,73.5373,0.0425690174102783
50,None,4,4,0.6,0.8,279.138,94.101,49.668,72.621,59.969,32.651,38.313,36.853,34.789,44.986,74.3089,0.0428114914894104
100,10,4,4,0.6,0.8,279.074,95.142,49.287,72.574,58.383,32.633,38.136,36.794,34.364,45.639,74.2026,0.0819279289245606
100,30,4,4,0.6,0.8,278.793,94.46,49.441,72.525,58.514,33.202,38.644,36.657,34.305,44.402,74.0943,0.082077317237854
100,50,4,4,0.6,0.8,278.426,94.627,49.499,72.261,58.142,33.235,38.364,36.858,34.354,44.467,74.0233,0.0820793962478638
100,None,4,4,0.6,0.8,278.511,93.487,49.677,72.075,56.781,32.95,38.452,36.745,34.366,44.465,73.7509,0.0822048330307007
10,10,6,4,0.6,0.8,281.322,95.036,49.763,75.537,59.395,36.306,39.952,39.507,37.828,48.427,76.3073,0.0108767151832581
10,30,6,4,0.6,0.8,274.206,95.955,50.852,73.622,61.412,35.457,39.99,39.611,35.729,50.068,75.6902,0.0107005405426025
10,50,6,4,0.6,0.8,279.218,97.052,50.762,75.021,60.555,34.84,40.521,39.212,36.742,47.045,76.0968,0.0106915402412415
10,None,6,4,0.6,0.8,278.831,96.971,51.624,76.153,57.69,34.885,41.103,39.218,37.104,47.799,76.1378,0.0109459280967712
30,10,6,4,0.6,0.8,278.964,94.9,49.24,72.772,58.738,33.507,38.585,37.423,33.609,45.717,74.3455,0.026492772102356
30,30,6,4,0.6,0.8,276.504,95.187,49.476,72.353,56.937,33.872,39.19,38.103,34.726,45.77,74.2118,0.0267414164543152
30,50,6,4,0.6,0.8,275.723,94.473,49.71,72.41,59.87,33.75,38.289,37.232,33.674,45.004,74.0135,0.0269452023506165
30,None,6,4,0.6,0.8,275.853,94.981,49.98,72.236,57.131,33.762,38.853,36.889,34.968,45.557,74.021,0.0268075156211853
50,10,6,4,0.6,0.8,277.025,93.962,49.56,72.895,58.003,32.94,37.915,36.557,34.253,44.687,73.7797,0.0429231524467468
50,30,6,4,0.6,0.8,278.301,94.966,49.625,73.996,58.32,33.489,38.458,37.036,34.728,44.948,74.3867,0.0432315325737
50,50,6,4,0.6,0.8,278.715,94.788,49.613,74.128,58.109,33.092,38.31,36.691,34.389,45.387,74.3222,0.0431571388244629
50,None,6,4,0.6,0.8,277.294,93.306,49.481,72.056,56.929,33.236,38.188,37.1,34.832,44.75,73.7172,0.0433068490028381
100,10,6,4,0.6,0.8,277.403,93.567,49.376,71.855,57.146,32.624,38.454,36.642,34.241,44.757,73.6065,0.0837717580795288
100,30,6,4,0.6,0.8,278.478,94.236,49.668,73.631,57.285,32.982,37.643,36.912,33.998,44.448,73.9281,0.0839922332763672
100,50,6,4,0.6,0.8,277.081,93.836,49.519,71.677,56.728,33.045,37.839,37.058,34.508,44.618,73.5909,0.0844730854034424
100,None,6,4,0.6,0.8,277.597,94.755,49.569,71.937,57.541,33.058,38.298,36.418,33.967,44.181,73.7321,0.0851735472679138
10,10,8,4,0.6,0.8,280.738,96.558,50.96,74.637,58.476,34.1,40.749,39.886,37.374,49.458,76.2936,0.0110988879203796
10,30,8,4,0.6,0.8,281.332,95.419,51.643,75.071,62.142,36.19,40.717,39.918,35.747,46.803,76.4982,0.0110849905014038
10,50,8,4,0.6,0.8,276.103,93.826,51.128,73.04,58.726,35.503,39.729,39.175,35.923,49.823,75.2976,0.0112838697433472
10,None,8,4,0.6,0.8,272.237,95.084,51.386,77.046,59.935,36.546,40.664,39.951,35.32,49.168,75.7337,0.0110907649993896
30,10,8,4,0.6,0.8,276.772,94.6,49.863,73.176,57.991,33.84,38.127,36.871,34.21,46.313,74.1763,0.0277279663085937
30,30,8,4,0.6,0.8,281.832,94.911,49.784,72.249,54.82,33.9,38.713,37.577,34.526,44.364,74.2676,0.0276268362998962
30,50,8,4,0.6,0.8,274.387,93.614,49.321,72.999,57.544,34.101,38.343,37.438,34.088,45.81,73.7645,0.0277968382835388
30,None,8,4,0.6,0.8,276.551,94.126,49.657,73.115,57.053,32.86,39.013,37.411,34.724,44.952,73.9462,0.0279211759567261
50,10,8,4,0.6,0.8,277.591,93.976,49.476,72.065,58.673,33.699,38.475,37.139,34.695,44.696,74.0485,0.0440317964553833
50,30,8,4,0.6,0.8,276.743,93.914,49.668,72.655,58.105,32.914,38.385,37.57,34.121,46.199,74.0274,0.0442869639396668
50,50,8,4,0.6,0.8,278.985,94.427,49.625,72.837,57.978,33.39,38.888,36.774,34.711,44.649,74.2264,0.0443775105476379
50,None,8,4,0.6,0.8,277.016,94.481,49.619,72.174,56.904,33.226,38.717,36.894,35.006,44.62,73.8657,0.0444114923477173
100,10,8,4,0.6,0.8,278.905,94.301,49.462,72.176,58.031,32.666,38.405,36.385,34.581,44.267,73.9179,0.0856722140312195
100,30,8,4,0.6,0.8,274.495,94.728,49.601,72.077,58.716,33.17,38.224,36.777,34.59,44.545,73.6923,0.0858113670349121
100,50,8,4,0.6,0.8,277.462,94.415,49.5,71.787,58.068,33.653,38.034,36.818,34.217,44.623,73.8577,0.0811405348777771
100,None,8,4,0.6,0.8,276.194,94.22,49.339,72.319,57.247,33.435,37.973,37.25,34.357,44.291,73.6625,0.0789437961578369
10,10,2,8,0.6,0.8,283.631,109.777,58.096,85.938,69.064,43.694,48.038,49.428,45.868,53.907,84.7441,0.0101139545440674
10,30,2,8,0.6,0.8,284.221,112.519,58.372,83.886,72.792,42.63,48.608,50.269,43.926,53.736,85.0959,0.0104221200942993
10,50,2,8,0.6,0.8,285.34,107.534,57.809,83.161,70.761,43.379,46.907,48.544,46.082,52.766,84.2283,0.0100743675231934
10,None,2,8,0.6,0.8,285.952,109.779,59.4,83.024,69.908,43.023,47.449,47.112,46.835,55.48,84.7962,0.0101339793205261
30,10,2,8,0.6,0.8,284.822,108.804,57.186,83.564,68.266,42.072,46.165,45.174,44.147,49.89,83.009,0.0253997850418091
