n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,max_samples,mae_gen_0,mae_gen_1,mae_gen_2,mae_gen_3,mae_gen_4,mae_gen_5,mae_gen_6,mae_gen_7,mae_gen_8,mae_gen_9,final_mae,time
10,10,2,1,0.4,0.4,502.25699999999995,227.02799999999996,111.006,79.861,152.00300000000001,64.60600000000001,89.316,58.185,71.95,59.186,141.53979999999996,0.01273235559463501
10,30,2,1,0.4,0.4,487.97700000000003,213.257,114.63799999999999,83.441,152.20999999999998,64.39399999999999,93.525,56.15,70.655,57.836,139.4083,0.01163811445236206
10,50,2,1,0.4,0.4,491.304,225.558,113.227,81.47900000000001,145.26500000000001,63.333000000000006,92.33400000000002,58.416,75.172,58.589999999999996,140.46779999999998,0.011058340072631836
10,None,2,1,0.4,0.4,502.1710000000001,227.675,113.053,81.08,143.59500000000003,63.906000000000006,83.655,56.882999999999996,76.773,59.495999999999995,140.8287,0.010794076919555664
30,10,2,1,0.4,0.4,489.0579999999999,231.39300000000003,110.88100000000001,76.885,144.762,55.397000000000006,90.788,54.801,68.80499999999999,55.73199999999999,137.8502,0.025817985534667968
30,30,2,1,0.4,0.4,494.49299999999994,236.89300000000003,111.3,79.061,145.241,59.751999999999995,87.14599999999999,53.95200000000001,68.79899999999999,53.770999999999994,139.0408,0.026221635341644286
30,50,2,1,0.4,0.4,496.90299999999996,223.225,110.923,76.54400000000001,143.00199999999998,59.289,88.34800000000001,52.178,70.78500000000001,55.28000000000001,137.6477,0.026128108501434325
30,None,2,1,0.4,0.4,492.97599999999994,218.65300000000002,109.878,76.30100000000002,149.405,57.932,86.78,54.98,69.76299999999999,55.67700000000001,137.23449999999997,0.02617534637451172
50,10,2,1,0.4,0.4,502.305,227.48499999999999,111.94099999999999,78.98799999999999,142.442,57.424,88.277,52.621,69.398,54.474000000000004,138.53549999999998,0.04127143383026123
50,30,2,1,0.4,0.4,502.765,224.00400000000005,110.30199999999999,76.15400000000001,140.589,58.602,87.34600000000002,53.028999999999996,70.909,54.511,137.82110000000003,0.04157695770263672
50,50,2,1,0.4,0.4,497.87399999999997,224.667,108.49199999999999,77.988,138.802,58.29200000000001,87.48100000000001,53.00699999999999,71.43800000000002,53.742,137.1783,0.04154064416885376
50,None,2,1,0.4,0.4,501.45,222.362,109.701,76.19899999999998,144.79500000000002,57.074,86.848,51.96400000000001,69.325,54.928999999999995,137.46470000000002,0.04139094591140747
100,10,2,1,0.4,0.4,489.791,226.469,110.245,76.693,141.417,56.394000000000005,87.04399999999998,52.325,69.145,53.22700000000001,136.275,0.08035162687301636
100,30,2,1,0.4,0.4,485.08900000000006,223.42399999999998,109.08300000000001,76.86200000000001,142.01600000000002,56.029999999999994,86.846,51.983999999999995,69.149,54.272000000000006,135.4755,0.08407689094543457
