n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,max_samples,mae_gen_0,mae_gen_1,mae_gen_2,mae_gen_3,mae_gen_4,mae_gen_5,mae_gen_6,mae_gen_7,mae_gen_8,mae_gen_9,final_mae,time
10,10,2,1,0.4,0.4,359.942,137.651,132.421,128.06300000000002,257.158,99.17600000000002,358.933,106.082,153.09,80.761,181.3277,0.014593586921691895
10,30,2,1,0.4,0.4,342.86800000000005,128.743,140.161,135.388,239.38799999999998,94.633,393.64000000000004,118.01699999999998,142.55,80.081,181.5469,0.015746362209320068
10,50,2,1,0.4,0.4,344.847,124.954,154.364,128.243,247.13299999999998,92.24600000000001,351.20500000000004,113.01700000000001,138.361,84.75999999999999,177.91299999999998,0.014050590991973876
10,None,2,1,0.4,0.4,344.835,133.644,137.15,133.47899999999998,268.506,91.631,368.42799999999994,119.201,146.41500000000002,85.251,182.85399999999998,0.013914196491241456
30,10,2,1,0.4,0.4,335.745,121.06699999999998,140.56600000000003,129.343,246.223,91.81499999999998,359.947,111.71900000000001,137.04399999999998,80.074,175.35430000000002,0.03301712989807129
30,30,2,1,0.4,0.4,327.988,119.506,133.68699999999995,127.54099999999998,245.86700000000002,87.91499999999999,366.466,106.92699999999999,136.133,81.11699999999999,173.3147,0.03316459894180298
30,50,2,1,0.4,0.4,332.546,124.053,143.63299999999998,125.95,237.80499999999998,90.69400000000002,369.84299999999996,107.798,135.28199999999998,82.64200000000001,175.02460000000002,0.030018713474273682
30,None,2,1,0.4,0.4,331.166,120.59799999999998,129.245,123.124,246.77100000000004,90.35200000000002,368.696,104.622,133.771,80.117,172.8462,0.032165858745574955
50,10,2,1,0.4,0.4,332.794,118.12199999999999,135.63299999999998,130.895,251.54299999999998,92.86800000000001,372.021,109.63199999999999,131.529,80.761,175.5798,0.049360477924346925
50,30,2,1,0.4,0.4,328.89300000000003,120.569,133.65300000000002,128.168,247.664,88.654,364.125,108.447,136.509,79.511,173.6193,0.044916696548461914
50,50,2,1,0.4,0.4,324.11,121.402,134.943,130.827,249.90599999999995,92.46600000000002,368.57399999999996,111.468,132.917,79.05499999999999,174.5668,0.045146121978759765
50,None,2,1,0.4,0.4,326.545,120.946,135.91199999999998,128.57500000000002,237.651,90.147,373.084,110.146,136.31,81.6,174.09159999999997,0.06561360359191895
100,10,2,1,0.4,0.4,325.93600000000004,121.787,133.375,123.53300000000002,248.54900000000004,90.338,368.58500000000004,104.97200000000002,133.99200000000002,78.81099999999999,172.98780000000002,0.11866896867752075
